Title,Votes,Answers,Views,Views_per_day,Link 
What is the difference between a slice and an array?,44,3,9000,3,https://stackoverflow.com/questions/30794235/what-is-the-difference-between-a-slice-and-an-array
Cannot borrow `x` as mutable more than once at a time,41,2,23000,8,https://stackoverflow.com/questions/31281155/cannot-borrow-x-as-mutable-more-than-once-at-a-time
How to prefix/suffix identifiers within a macro? [duplicate],35,3,14000,5,https://stackoverflow.com/questions/39017871/how-to-prefix-suffix-identifiers-within-a-macro
How to read an integer input from the user in Rust 1.0?,32,8,43000,15,https://stackoverflow.com/questions/30355185/how-to-read-an-integer-input-from-the-user-in-rust-1-0
Why does this read input before printing?,23,3,5000,1,https://stackoverflow.com/questions/34993744/why-does-this-read-input-before-printing
How to create a String directly?,22,3,5000,1,https://stackoverflow.com/questions/31331356/how-to-create-a-string-directly
Can I get a trait object of a multi-trait instance without using a generic type?,22,1,5000,1,https://stackoverflow.com/questions/28897297/can-i-get-a-trait-object-of-a-multi-trait-instance-without-using-a-generic-type
Is there another option to share an Arc in multiple closures besides cloning it before each closure?,20,2,4000,1,https://stackoverflow.com/questions/31360003/is-there-another-option-to-share-an-arc-in-multiple-closures-besides-cloning-it
How do I call a function through a member variable?,13,1,5000,1,https://stackoverflow.com/questions/27994509/how-do-i-call-a-function-through-a-member-variable
How to use struct self in member method closure,13,4,6000,3,https://stackoverflow.com/questions/48717833/how-to-use-struct-self-in-member-method-closure
How do I use static lifetimes with threads?,13,2,5000,1,https://stackoverflow.com/questions/30562443/how-do-i-use-static-lifetimes-with-threads
Why does creating a mutable reference to a dereferenced mutable reference work?,12,3,1000,0,https://stackoverflow.com/questions/45095523/why-does-creating-a-mutable-reference-to-a-dereferenced-mutable-reference-work
How can I call a mutating method while holding a reference to self?,12,1,2000,0,https://stackoverflow.com/questions/27335252/how-can-i-call-a-mutating-method-while-holding-a-reference-to-self
What is the concrete type of a future returned from `async fn`?,8,1,7000,6,https://stackoverflow.com/questions/58762210/what-is-the-concrete-type-of-a-future-returned-from-async-fn
How to use a struct's member as its own key when inserting the struct into a map without duplicating it?,9,2,3000,1,https://stackoverflow.com/questions/41035869/how-to-use-a-structs-member-as-its-own-key-when-inserting-the-struct-into-a-map
"Is it impossible to have a nested match on a recursive datatype that uses a smart pointer like a Box, Rc, or Arc?",9,1,2000,1,https://stackoverflow.com/questions/48246510/is-it-impossible-to-have-a-nested-match-on-a-recursive-datatype-that-uses-a-smar
Why can Serde not derive Deserialize for a struct containing only a &Path?,9,1,1000,0,https://stackoverflow.com/questions/56394620/why-can-serde-not-derive-deserialize-for-a-struct-containing-only-a-path
Semantics of lifetime parameters,8,2,410,0,https://stackoverflow.com/questions/67802520/semantics-of-lifetime-parameters
Extend lifetime of variable,7,1,4000,1,https://stackoverflow.com/questions/28820781/extend-lifetime-of-variable
How do I perform iterator computations over iterators of Results without collecting to a temporary vector?,6,3,2000,1,https://stackoverflow.com/questions/48841367/how-do-i-perform-iterator-computations-over-iterators-of-results-without-collect
What is the standard way to get a Rust thread out of blocking operations?,6,1,6000,3,https://stackoverflow.com/questions/52465480/what-is-the-standard-way-to-get-a-rust-thread-out-of-blocking-operations
How do I match based on a dynamic variable?,6,4,2000,5,https://stackoverflow.com/questions/70344352/how-do-i-match-based-on-a-dynamic-variable
Using max_by_key on a vector of floats [duplicate],6,1,4000,1,https://stackoverflow.com/questions/37127209/using-max-by-key-on-a-vector-of-floats
Can I reassign a mutable slice reference to a sub-slice of itself?,6,2,414,0,https://stackoverflow.com/questions/61223234/can-i-reassign-a-mutable-slice-reference-to-a-sub-slice-of-itself
How to reference private types from public functions in private modules?,6,2,2000,0,https://stackoverflow.com/questions/39334430/how-to-reference-private-types-from-public-functions-in-private-modules
When is it necessary to circumvent Rust's borrow checker?,5,1,1000,0,https://stackoverflow.com/questions/50440074/when-is-it-necessary-to-circumvent-rusts-borrow-checker
Pass self reference to contained object's function,5,2,6000,2,https://stackoverflow.com/questions/36936221/pass-self-reference-to-contained-objects-function
What is the difference between a let-rebinding and a standard assignment?,5,1,684,0,https://stackoverflow.com/questions/40323500/what-is-the-difference-between-a-let-rebinding-and-a-standard-assignment
How to mock external dependencies in tests? [duplicate],5,1,3000,1,https://stackoverflow.com/questions/51919079/how-to-mock-external-dependencies-in-tests
How do I run parallel threads of computation on a partitioned array?,5,3,5000,1,https://stackoverflow.com/questions/28599334/how-do-i-run-parallel-threads-of-computation-on-a-partitioned-array
How can a function append a value to a vector and also return that value?,5,1,2000,1,https://stackoverflow.com/questions/50980100/how-can-a-function-append-a-value-to-a-vector-and-also-return-that-value
How can I borrow from a HashMap to read and write at the same time?,4,2,4000,1,https://stackoverflow.com/questions/44453398/how-can-i-borrow-from-a-hashmap-to-read-and-write-at-the-same-time
Borrow pointer errors recursively traversing tree [duplicate],4,1,876,0,https://stackoverflow.com/questions/28767108/borrow-pointer-errors-recursively-traversing-tree
How to prevent a value from being moved?,3,2,4000,1,https://stackoverflow.com/questions/41664099/how-to-prevent-a-value-from-being-moved
How to mock specific methods but not all of them in Rust?,3,2,3000,2,https://stackoverflow.com/questions/55152927/how-to-mock-specific-methods-but-not-all-of-them-in-rust
Mutable self while reading from owner object,3,2,4000,1,https://stackoverflow.com/questions/28385339/mutable-self-while-reading-from-owner-object
What are the valid path roots in the use keyword?,3,2,2000,1,https://stackoverflow.com/questions/54289071/what-are-the-valid-path-roots-in-the-use-keyword
Is it possible to use global variables in Rust?,194,7,177000,52,https://stackoverflow.com/questions/19605132/is-it-possible-to-use-global-variables-in-rust
Creating a vector of zeros for a specific size,139,4,103000,36,https://stackoverflow.com/questions/29530011/creating-a-vector-of-zeros-for-a-specific-size
How to print a Vec?,133,7,91000,32,https://stackoverflow.com/questions/30320083/how-to-print-a-vec
How to escape curly braces in a format string in Rust,112,1,32000,10,https://stackoverflow.com/questions/25569865/how-to-escape-curly-braces-in-a-format-string-in-rust
How to print structs and arrays?,107,6,68000,24,https://stackoverflow.com/questions/30253422/how-to-print-structs-and-arrays
Does Rust's String have a method that returns the number of characters rather than the number of bytes?,98,1,60000,30,https://stackoverflow.com/questions/46290655/does-rusts-string-have-a-method-that-returns-the-number-of-characters-rather-th
How can I create enums with constant values in Rust?,96,7,60000,24,https://stackoverflow.com/questions/36928569/how-can-i-create-enums-with-constant-values-in-rust
How do I specify that a struct field must implement a trait?,94,3,31000,10,https://stackoverflow.com/questions/26212397/how-do-i-specify-that-a-struct-field-must-implement-a-trait
What is the purpose of the unit type in Rust?,75,2,19000,6,https://stackoverflow.com/questions/24842271/what-is-the-purpose-of-the-unit-type-in-rust
How to switch between Rust toolchains?,72,4,52000,43,https://stackoverflow.com/questions/58226545/how-to-switch-between-rust-toolchains
How to idiomatically convert between u32 and usize?,57,3,66000,31,https://stackoverflow.com/questions/43704758/how-to-idiomatically-convert-between-u32-and-usize
How to idiomatically copy a slice?,54,3,64000,22,https://stackoverflow.com/questions/28219231/how-to-idiomatically-copy-a-slice
How to execute cargo test using the nightly channel?,54,2,44000,24,https://stackoverflow.com/questions/48593858/how-to-execute-cargo-test-using-the-nightly-channel
Can Cargo download and build dependencies without also building the application?,52,6,14000,6,https://stackoverflow.com/questions/42130132/can-cargo-download-and-build-dependencies-without-also-building-the-application
Why is Rust's assert_eq! implemented using a match?,51,2,10000,5,https://stackoverflow.com/questions/48732263/why-is-rusts-assert-eq-implemented-using-a-match
What happens when an Arc is cloned?,46,3,9000,4,https://stackoverflow.com/questions/40984932/what-happens-when-an-arc-is-cloned
Can I convert a string to enum without macros in Rust?,42,3,26000,11,https://stackoverflow.com/questions/39070244/can-i-convert-a-string-to-enum-without-macros-in-rust
What is the difference between `|_| async move {}` and `async move |_| {}`,42,2,27000,23,https://stackoverflow.com/questions/59156473/what-is-the-difference-between-async-move-and-async-move
How to pass rustc flags to cargo?,36,2,31000,12,https://stackoverflow.com/questions/38040327/how-to-pass-rustc-flags-to-cargo
How can I port C++ code that uses the ternary operator to Rust?,34,3,10000,4,https://stackoverflow.com/questions/45092638/how-can-i-port-c-code-that-uses-the-ternary-operator-to-rust
What does Rust's unary || (parallel pipe) mean?,33,2,6000,2,https://stackoverflow.com/questions/36988622/what-does-rusts-unary-parallel-pipe-mean
How do I print an integer in binary with leading zeros?,33,1,23000,11,https://stackoverflow.com/questions/44690439/how-do-i-print-an-integer-in-binary-with-leading-zeros
Is there a list of all cfg features?,33,3,19000,8,https://stackoverflow.com/questions/41742046/is-there-a-list-of-all-cfg-features
Why should I prefer `Option::ok_or_else` instead of `Option::ok_or`?,31,3,16000,8,https://stackoverflow.com/questions/45547293/why-should-i-prefer-optionok-or-else-instead-of-optionok-or
How to quiet a warning for a single statement in Rust?,31,2,5000,2,https://stackoverflow.com/questions/39269408/how-to-quiet-a-warning-for-a-single-statement-in-rust
Should I avoid unwrap in production application?,30,5,7000,3,https://stackoverflow.com/questions/39477684/should-i-avoid-unwrap-in-production-application
Is it possible to split a vector into groups of 10 with iterators?,27,3,19000,9,https://stackoverflow.com/questions/46867355/is-it-possible-to-split-a-vector-into-groups-of-10-with-iterators
How can I store an async function in a struct and call it from a struct instance?,18,2,9000,7,https://stackoverflow.com/questions/58173711/how-can-i-store-an-async-function-in-a-struct-and-call-it-from-a-struct-instance
Why can't `&(?Sized + Trait)` be cast to `&dyn Trait`?,17,3,3000,2,https://stackoverflow.com/questions/57398118/why-cant-sized-trait-be-cast-to-dyn-trait
How to create a formatted String out of a literal in Rust?,17,2,32000,13,https://stackoverflow.com/questions/37777675/how-to-create-a-formatted-string-out-of-a-literal-in-rust
How do I make format! return a &str from a conditional expression?,16,3,7000,4,https://stackoverflow.com/questions/54222905/how-do-i-make-format-return-a-str-from-a-conditional-expression
Can I take a byte array and deserialize it into a struct?,16,4,11000,4,https://stackoverflow.com/questions/36061560/can-i-take-a-byte-array-and-deserialize-it-into-a-struct
